student_id,form_name,phase_name,academic_year,release_date,evaluator_role,frequency,strengths_comment,improvements_comment,prof_shows_dependability_truthfulness_and_integrity,prof_acknowledges_and_demonstrates_awareness_of_limitations,prof_takes_initiative_for_own_learning_and_patient_care,prof_remains_open_to_feedback_and_attempts_to_implement_it,prof_treats_all_patients_with_respect_and_compassion_protects_patient_confidentiality,comm_listening,comm_decision_making,comm_advocacy,epa1,epa2,epa3,epa5,epa6,epa7,epa9,epa8,epa10,epa4,epa14,comm_other
2bf7f05bf8be1d93d1b5e7658bc80cea,2022-23 Medicine Clinical Performance Assessment,Phase 2,2022-23 Academic Year,2022-10-25,Attending,Daily ,"[REDACTED] was an integral part of the team. He took initiative [REDACTED][REDACTED] [REDACTED] was [REDACTED] communicate with consultants independently. He was also [REDACTED] handle balancing multiple consultants involved [REDACTED][REDACTED]'s care. He also took the time to present learning topics for each of his patients and incorporated literature into his clinical decision making, which is advanced for [REDACTED] med student",Main point of improvement is becoming more effective at [REDACTED]. he already has shown improvement on this rotation. would recommend speaking slower and [REDACTED] presenting only the most relevant information when presenting the plan,3.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,,,,,
2bf7f05bf8be1d93d1b5e7658bc80cea,2022-23 Medicine Clinical Performance Assessment,Phase 2,2022-23 Academic Year,2022-10-25,Resident,Daily ,[REDACTED] was an incredibly useful member of the team. He coordinated exceptional care for his patients especially when there were multiple teams involved (he single-handedly bridged the divide between the IR and Urology teams who were disagreeing on management). He understands the natural flow of the [REDACTED] and intervenes in [REDACTED] care and move things forward. He was very easy to work with and dependable. He was also [REDACTED] use this efficiency to attend his patient's procedures and get the most out of his clerkship. His level of medical knowledge is solid and he always brought literature or learning points from [REDACTED] his presentations.,[REDACTED] sometimes is overly detail oriented in [REDACTED]. He often would present on topics with some redundancy or talk about problems [REDACTED] that were very stable or inactive. He should trust [REDACTED] to narrow the presentations and focus on important topics.,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,4.0,3.0,4.0,3.0,3.0,4.0,,,,,
2bf7f05bf8be1d93d1b5e7658bc80cea,2022-23 Medicine Clinical Performance Assessment,Phase 2,2022-23 Academic Year,2022-10-25,Resident,Daily ,"Excellent bedside manner. He would always interpret his own labs and imaging, came up with potential differentials and treatment options on his own. Receptive to feedback and fit in [REDACTED] team. Always went above and beyond for his patients.",Less medical jargon at [REDACTED]. Start to try and narrow down what labs or tests are important for a inpatient setting.,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,,,,,
2bf7f05bf8be1d93d1b5e7658bc80cea,2022-23 Medicine Clinical Performance Assessment,Phase 2,2022-23 Academic Year,2022-10-25,Attending,Daily ,"Rojan is a pleasure to work with. He is energetic, organized and compassionate. His presentations are concise and accurate with well formulated plan. He is confident and articulate.",Read on a [REDACTED] basis and review literature on his patients to augment his clinical experience.,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,,,,
2bf7f05bf8be1d93d1b5e7658bc80cea,2022-23 Medicine Clinical Performance Assessment,Phase 2,2022-23 Academic Year,2022-10-25,Attending,Daily ,[REDACTED] proactively will call consults and implement plans. He is eager [REDACTED] and genuinely a pleasure to teach. He acted almost at [REDACTED] a sub-I. He can come up with broad differentials. He felt very comfortable talking to a patient's son [REDACTED] internist about the plans regularly. [REDACTED] is interested in [REDACTED] he would be an asset to our field.,"[REDACTED] often uses medical jargon when speaking to patients and sometimes the team has to step in [REDACTED] the words mean. His documentation is occasionally not accurate, for instance on a discharge summary he said someone had [REDACTED], when the patient [REDACTED] [REDACTED] infection - no signs of pneumonia. Occasionally does not [REDACTED] problems in [REDACTED] is most important for [REDACTED].",3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,,,,,
2bf7f05bf8be1d93d1b5e7658bc80cea,2022-23 Medicine Clinical Performance Assessment,Phase 2,2022-23 Academic Year,2022-10-25,Resident,Daily ,"Ready to [REDACTED], do extra reading and present [REDACTED][REDACTED], history taking skills",There is room for improvement in [REDACTED] of assessment and plans,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,,,,,
2bf7f05bf8be1d93d1b5e7658bc80cea,2022-23 Neurology Clerkship Clinical Performance Assessment,Phase 2,2022-23 Academic Year,2023-02-06,Resident,Daily ,"[REDACTED]'s presentations clearly demonstrated his strong knowledge base. He synthesized pertinent positives and negatives in a concise yet thorough manner. He thought through his differential well, and had evidence to back it up. He asked appropriate questions and frequently brought up new information from [REDACTED] reading. I conducted a challenging neuro exam with him, during which he remained calm and worked with the patient [REDACTED] information we needed. Overall, I felt he was a very strong clerkship student.",Continue to read up on patient [REDACTED] information.,3.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,,4.0,4.0,4.0,4.0,,,,,
2bf7f05bf8be1d93d1b5e7658bc80cea,2022-23 Neurology Clerkship Clinical Performance Assessment,Phase 2,2022-23 Academic Year,2023-02-06,Attending,Daily ,Gives outstanding oral presentations for his training level. [REDACTED] organize elements of the HPI to synthesize a cohesive narrative. Adequately recognizes salient features from [REDACTED] present. Asks nuanced questions during team discussion of overall assessment and plan for the patient.,"[REDACTED] succinctly presenting the assessment followed by the plan - try to avoid inter-mixing the two. Then, [REDACTED][REDACTED] the differential diagnosis and make it clear [REDACTED] team which is the most likely diagnosis and what is the next most likely diagnosis. The plan [REDACTED] involve ordering tests that will confirm (or deny) diagnosis #1. The plan can involve observation or a repeated examination, too.",3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,2.0,,2.0,3.0,2.0,2.0,,,,,
2bf7f05bf8be1d93d1b5e7658bc80cea,2022-23 Neurology Clerkship Clinical Performance Assessment,Phase 2,2022-23 Academic Year,2023-02-06,Resident,Daily ,"Great rapport with patients; confident concise presentations, checked in [REDACTED] their families",continue to ask questions and think of broad differentials,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,,4.0,4.0,4.0,4.0,,,,,
2bf7f05bf8be1d93d1b5e7658bc80cea,2022-23 Neurology Clerkship Clinical Performance Assessment,Phase 2,2022-23 Academic Year,2023-02-06,Resident,Daily ,Excellent with oral presentation: [REDACTED] concisely summarize and [REDACTED] pt info for the [REDACTED] presentation,"On [REDACTED] presentations: only present pertinent [REDACTED], not everything",3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,,,4.0,3.0,4.0,,,,,
2bf7f05bf8be1d93d1b5e7658bc80cea,2022-23 Neurology Clerkship Clinical Performance Assessment,Phase 2,2022-23 Academic Year,2023-02-06,Resident,Daily ,"[REDACTED] is an excellent student. He surpassed my expectations for his level of training. His oral presentations are definitely a strength - they were always practiced, concise, and contained all the important information. I rarely had to add anything after his presentations, and have worked with even some junior residents whose presentations are below the level of his.",[REDACTED] can take a step farther in [REDACTED] by taking the lead more when we are in [REDACTED]. He has excellent rapport with patients and therefore I think it would be great for him to act more as the primary clinician during rounds and help lead patient conversations.,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,,4.0,4.0,3.0,4.0,,,,,
2bf7f05bf8be1d93d1b5e7658bc80cea,2022-23 Neurology Clerkship Clinical Performance Assessment,Phase 2,2022-23 Academic Year,2023-02-06,Attending,Daily ,"Presentations were detailed and showed effort with literature review, patient [REDACTED] to prepare presentations. Gave feedback to keep succinct and to stay focused with patient-bedside interaction; and responded well. Showed understanding to lower volume if other patients could hear presentations and followed-up.",Presentations are excellent; need to observe more about exam and ability to test exam to support localization.did not see written notes myself and would be a good way to assess integration of exam with history and localization.,3.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,2.0,,,3.0,2.0,3.0,,,,,
2bf7f05bf8be1d93d1b5e7658bc80cea,2022-23 Neurology Clerkship Clinical Performance Assessment,Phase 2,2022-23 Academic Year,2023-02-06,Attending,Once,"[REDACTED] conducted a difficult encounter with a patient [REDACTED][REDACTED]. He managed to sort through pan-positive symptomatology with lots of difficult emotion being expressed by the patient [REDACTED] [REDACTED] effectively formulate an organized, coherent, and well prioritized history. Hardworking, diligent. Very good communicator. Readily establishes rapport with patients.",Not enough time with student to give specific feedback here,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,,,3.0,,3.0,,,,,
2bf7f05bf8be1d93d1b5e7658bc80cea,2022-23 Neurology Clerkship Clinical Performance Assessment,Phase 2,2022-23 Academic Year,2023-02-06,Attending,Once,[REDACTED] job of obtaining neuro history and physical,Continue doing [REDACTED] job of obtaining neuro history and physical,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,2.0,,3.0,2.0,3.0,2.0,,,,,
2bf7f05bf8be1d93d1b5e7658bc80cea,2022-23 OB-Gyn Clinical Performance Assessment,Phase 2,2022-23 Academic Year,2023-05-26,Resident,,,,,,,,,,,,,,,,,,,,,,,
2bf7f05bf8be1d93d1b5e7658bc80cea,2022-23 OB-Gyn Clinical Performance Assessment,Phase 2,2022-23 Academic Year,2023-05-26,Gynecology Service,Daily ,"[REDACTED] was inspired by one of the OR cases he participated in [REDACTED] a teaching session on evaluation and management of patients with [REDACTED] syndrome. He demonstrated initiative by selecting an appropriate article on his own to base his presentation off of (ACOG [REDACTED] Bulletin 147 Lynch Syndrome), and prepared a useful fact sheet that distilled key takeaways regarding [REDACTED] syndrome inheritance, pathogenesis, [REDACTED], [REDACTED] risk-reducing chemo prevention and surgery. [REDACTED] is very kind and helpful, and did [REDACTED] job with [REDACTED] and physicals on new consults. He was proactive [REDACTED][REDACTED] a great team player, with OR nursing staff commenting on how helpful he was.",Continue to working on concise yet thorough oral presentations,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,4.0,2.0,3.0,3.0,,,,,
2bf7f05bf8be1d93d1b5e7658bc80cea,2022-23 OB-Gyn Clinical Performance Assessment,Phase 2,2022-23 Academic Year,2023-05-26,Resident,,,,,,,,,,,,,,,,,,,,,,,
2bf7f05bf8be1d93d1b5e7658bc80cea,2022-23 OB-Gyn Clinical Performance Assessment,Phase 2,2022-23 Academic Year,2023-05-26,Labor and Delivery Day Service,Daily ,Evaluation from [REDACTED] L&D team: [REDACTED] worked primarily with the junior residents and he took good H&P and participated [REDACTED][REDACTED] cesarean sections.,Continue to work on your basic OBGYN knowledge and suturing skills.,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,3.0,2.0,3.0,,,,,
2bf7f05bf8be1d93d1b5e7658bc80cea,2022-23 OB-Gyn Clinical Performance Assessment,Phase 2,2022-23 Academic Year,2023-05-26,Attending,,,,,,,,,,,,,,,,,,,,,,,
2bf7f05bf8be1d93d1b5e7658bc80cea,2022-23 OB-Gyn Clinical Performance Assessment,Phase 2,2022-23 Academic Year,2023-05-26,Faculty Mentor,Weekly ,Diligent. Prompt. Empathetic. Great patient [REDACTED]. At [REDACTED] the rotation he met a patient [REDACTED]. He was [REDACTED] scrub for her case and it turned out to be a malignancy. He rounded on her daily.,[REDACTED] could read more to increase his fund of knowledge,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,3.0,3.0,3.0,,,,,
2bf7f05bf8be1d93d1b5e7658bc80cea,2022-23 OB-Gyn Clinical Performance Assessment,Phase 2,2022-23 Academic Year,2023-05-26,Resident,,,,,,,,,,,,,,,,,,,,,,,
2bf7f05bf8be1d93d1b5e7658bc80cea,2022-23 OB-Gyn Clinical Performance Assessment,Phase 2,2022-23 Academic Year,2023-05-26,Labor and Delivery Night Float,Occasional ,"Very curious, asks good questions, elicits patient [REDACTED][REDACTED], good situational awareness, noted growth in [REDACTED][REDACTED] next","continue to work on knot tying, suturing, handling instruments and technique",3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,,,,
2bf7f05bf8be1d93d1b5e7658bc80cea,2022-23 Psychiatry Clinical Performance Assessment,Phase 2,2022-23 Academic Year,2022-12-22,Attending,Daily ,"[REDACTED] was highly motivated [REDACTED] and make the most of the rotation, though [REDACTED] was his specialty of choice. His strength was in [REDACTED] then documenting the data in a narrative, cohesive, clinical manner. He was quite organized and efficient. He asked good questions, that demontsrated not only interest but clear thinking. He also worked very well with ancillary team members (nursing, [REDACTED]) very well.","[REDACTED] do more independent reading, and present evidence-based finding during [REDACTED] rounds, which he did towards [REDACTED] of his rotation.",3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,,,,
2bf7f05bf8be1d93d1b5e7658bc80cea,2022-23 Psychiatry Clinical Performance Assessment,Phase 2,2022-23 Academic Year,2022-12-22,Resident,Daily ,Excellent student. Operating on level of sub-I. Very dependable,Remember to always use differential to guide history taking and assessment,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,,,,,
2bf7f05bf8be1d93d1b5e7658bc80cea,2022-23 Psychiatry Clinical Performance Assessment,Phase 2,2022-23 Academic Year,2022-12-22,Resident,Daily ,Mr. [REDACTED] a hard worker who showed an openness to feedback and a willingness to collaborate to improve his patient's overall care plan. Good foundational knowledge.,Keep seeking opportunities to interview patients (with or without preceptors) to continue developing a greater sense of your own natural communication styles.,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,,,,,
2bf7f05bf8be1d93d1b5e7658bc80cea,2022-23 Surgery Clinical Performance Assessment,Phase 2,2022-23 Academic Year,2023-02-15,Attending,Daily ,You performed well [REDACTED][REDACTED]. You were [REDACTED] take complete histories efficiently. Your notes were outstanding. I rarely made minor edits. You ability to formulate care plans was limited by your fund of knowledge.,"[REDACTED] did [REDACTED] job at [REDACTED][REDACTED][REDACTED]. He formulated care plans for straightforward and moderately complex patients. He developed rapport with patients easily. His written notes were exemplary, only rarely warranting minor edits. [REDACTED] was diligent and hard-working member of the team. He was consistenly professional.",3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,,,,,
2bf7f05bf8be1d93d1b5e7658bc80cea,2022-23 Surgery Clinical Performance Assessment,Phase 2,2022-23 Academic Year,2023-02-06,Resident,Daily ,worked well [REDACTED][REDACTED]. quick learning and very coachable. Will do well in [REDACTED],continue to improve clinical foundation particularly with fluid management [REDACTED][REDACTED] operative period,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,,,,,
2bf7f05bf8be1d93d1b5e7658bc80cea,2022-23 Surgery Clinical Performance Assessment,Phase 2,2022-23 Academic Year,2023-02-08,Resident,Daily ,"[REDACTED] is a team player, willing and enthusiastic to help and get things done. He was dependable, hard working and always came with a good attitude. No task was too small for him to complete and he did so with efficiency and positivity. I loved having him on service and felt that he fit in [REDACTED]. All of his great qualities that showed his exquisite work ethic will bid well for him in [REDACTED] chooses.","[REDACTED] can work on improving his technical skills so that he can more quickly complete closures. He can work on understanding the order of operations [REDACTED][REDACTED] it comes to prepping the patient [REDACTED]. This includes taking initiative to make sure that bed is removed from [REDACTED] and foam padding is in [REDACTED] boards are properly set. I know that the OR is intimidating and very fats moving, this is something that just takes time and more reps.",3.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,,,,,
